"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,136.0,0.0,0.0,0.0
2.0,270.0,0.0,0.0,0.0
3.0,380.0,0.0,0.0,0.0
4.0,486.0,0.0,0.0,0.0
5.0,600.0,0.0,0.0,0.0
6.0,749.0,0.0,0.0,0.0
7.0,858.0,0.0,0.0,0.0
8.0,991.0,0.0,0.0,0.0
9.0,1108.0,0.0,0.0,0.0
10.0,1216.0,0.0,0.0,0.0
11.0,1326.0,0.0,0.0,0.0
12.0,1417.0,0.0,0.0,0.0
13.0,1506.0,0.0,0.0,0.0
14.0,1605.0,0.0,0.0,0.0
15.0,1688.0,0.0,0.0,0.0
16.0,1768.0,0.0,0.0,0.0
17.0,1858.0,0.0,0.0,0.0
18.0,1947.0,0.0,0.0,0.0
19.0,2042.0,0.0,0.0,0.0
20.0,2128.0,0.0,0.0,0.0
21.0,2185.0,0.0,0.0,0.0
22.0,2250.0,0.0,0.0,0.0
23.0,2323.0,0.0,0.0,0.0
24.0,2392.0,0.0,0.0,0.0
25.0,2452.0,0.0,0.0,0.0
26.0,2521.0,0.0,0.0,0.0
27.0,2581.0,0.0,0.0,0.0
28.0,2634.0,0.0,0.0,0.0
29.0,2684.0,0.0,0.0,0.0
30.0,2737.0,0.0,0.0,0.0
31.0,2794.0,0.0,0.0,0.0
32.0,2846.0,0.0,0.0,0.0
33.0,2896.0,0.0,0.0,0.0
34.0,2942.0,0.0,0.0,0.0
35.0,2978.0,0.0,0.0,0.0
36.0,3021.0,0.0,0.0,0.0
37.0,3062.0,0.0,0.0,0.0
38.0,3107.0,0.0,0.0,0.0
39.0,3139.0,0.0,0.0,0.0
40.0,3173.0,0.0,0.0,0.0
41.0,3212.0,0.0,0.0,0.0
42.0,3245.0,0.0,0.0,0.0
43.0,3276.0,0.0,0.0,0.0
44.0,3300.0,0.0,0.0,0.0
45.0,3326.0,0.0,0.0,0.0
46.0,3347.0,0.0,0.0,0.0
47.0,3368.0,0.0,0.0,0.0
48.0,3398.0,0.0,0.0,0.0
49.0,3414.0,0.0,0.0,0.0
50.0,3433.0,0.0,0.0,0.0
51.0,3450.0,0.0,0.0,0.0
52.0,3467.0,0.0,0.0,0.0
53.0,3489.0,0.0,0.0,0.0
54.0,3507.0,0.0,0.0,0.0
55.0,3519.0,0.0,0.0,0.0
56.0,3532.0,0.0,0.0,0.0
57.0,3542.0,0.0,0.0,0.0
58.0,3549.0,0.0,0.0,0.0
59.0,3558.0,0.0,0.0,0.0
60.0,3569.0,0.0,0.0,0.0
61.0,3579.0,0.0,0.0,0.0
62.0,3590.0,0.0,0.0,0.0
63.0,3596.0,0.0,0.0,0.0
64.0,3609.0,0.0,0.0,0.0
