"PlantId","TotalDamge","MaxDamage","tick"
"",271,490000,1.0
"",229,510000,1.0
"",543,490000,2.0
"",448,510000,2.0
"",808,490000,3.0
"",659,510000,3.0
"",1072,490000,4.0
"",855,510000,4.0
"",1331,490000,5.0
"",1046,510000,5.0
"",1585,490000,6.0
"",1228,510000,6.0
"",1836,490000,7.0
"",1403,510000,7.0
"",2076,490000,8.0
"",1572,510000,8.0
"",2303,490000,9.0
"",1741,510000,9.0
"",2528,490000,10.0
"",1898,510000,10.0
"",2746,490000,11.0
"",2051,510000,11.0
"",2959,490000,12.0
"",2197,510000,12.0
"",3169,490000,13.0
"",2334,510000,13.0
"",3374,490000,14.0
"",2465,510000,14.0
"",3573,490000,15.0
"",2589,510000,15.0
"",3764,490000,16.0
"",2709,510000,16.0
"",3950,490000,17.0
"",2826,510000,17.0
"",4135,490000,18.0
"",2936,510000,18.0
"",4317,490000,19.0
"",3034,510000,19.0
"",4491,490000,20.0
"",3132,510000,20.0
"",4658,490000,21.0
"",3227,510000,21.0
"",4817,490000,22.0
"",3319,510000,22.0
"",4970,490000,23.0
"",3405,510000,23.0
"",5117,490000,24.0
"",3485,510000,24.0
"",5259,490000,25.0
"",3565,510000,25.0
"",5399,490000,26.0
"",3638,510000,26.0
"",5530,490000,27.0
"",3711,510000,27.0
"",5652,490000,28.0
"",3786,510000,28.0
"",5768,490000,29.0
"",3858,510000,29.0
"",5881,490000,30.0
"",3923,510000,30.0
"",5989,490000,31.0
"",3988,510000,31.0
"",6096,490000,32.0
"",4047,510000,32.0
"",6198,490000,33.0
"",4103,510000,33.0
"",6292,490000,34.0
"",4155,510000,34.0
"",6377,490000,35.0
"",4207,510000,35.0
"",6457,490000,36.0
"",4257,510000,36.0
"",6533,490000,37.0
"",4304,510000,37.0
"",6603,490000,38.0
"",4350,510000,38.0
"",6671,490000,39.0
"",4392,510000,39.0
"",6739,490000,40.0
"",4432,510000,40.0
"",6804,490000,41.0
"",4468,510000,41.0
"",6861,490000,42.0
"",4500,510000,42.0
"",6914,490000,43.0
"",4529,510000,43.0
"",6965,490000,44.0
"",4558,510000,44.0
"",7019,490000,45.0
"",4583,510000,45.0
"",7072,490000,46.0
"",4608,510000,46.0
"",7121,490000,47.0
"",4631,510000,47.0
"",7165,490000,48.0
"",4653,510000,48.0
"",7207,490000,49.0
"",4674,510000,49.0
"",7243,490000,50.0
"",4696,510000,50.0
"",7278,490000,51.0
"",4717,510000,51.0
"",7304,490000,52.0
"",4738,510000,52.0
"",7329,490000,53.0
"",4756,510000,53.0
"",7351,490000,54.0
"",4774,510000,54.0
"",7371,490000,55.0
"",4791,510000,55.0
"",7390,490000,56.0
"",4805,510000,56.0
"",7409,490000,57.0
"",4819,510000,57.0
"",7426,490000,58.0
"",4832,510000,58.0
