"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,162.0,0.0,0.0,0.0
2.0,326.0,0.0,0.0,0.0
3.0,459.0,0.0,0.0,0.0
4.0,613.0,0.0,0.0,0.0
5.0,745.0,0.0,0.0,0.0
6.0,847.0,0.0,0.0,0.0
7.0,973.0,0.0,0.0,0.0
8.0,1097.0,0.0,0.0,0.0
9.0,1210.0,0.0,0.0,0.0
10.0,1327.0,0.0,0.0,0.0
11.0,1432.0,0.0,0.0,0.0
12.0,1545.0,0.0,0.0,0.0
13.0,1650.0,0.0,0.0,0.0
14.0,1730.0,0.0,0.0,0.0
15.0,1821.0,0.0,0.0,0.0
16.0,1907.0,0.0,0.0,0.0
17.0,2000.0,0.0,0.0,0.0
18.0,2096.0,0.0,0.0,0.0
19.0,2175.0,0.0,0.0,0.0
20.0,2265.0,0.0,0.0,0.0
21.0,2338.0,0.0,0.0,0.0
22.0,2409.0,0.0,0.0,0.0
23.0,2480.0,0.0,0.0,0.0
24.0,2553.0,0.0,0.0,0.0
25.0,2630.0,0.0,0.0,0.0
26.0,2697.0,0.0,0.0,0.0
27.0,2759.0,0.0,0.0,0.0
28.0,2823.0,0.0,0.0,0.0
29.0,2883.0,0.0,0.0,0.0
30.0,2941.0,0.0,0.0,0.0
31.0,2993.0,0.0,0.0,0.0
32.0,3043.0,0.0,0.0,0.0
33.0,3094.0,0.0,0.0,0.0
34.0,3146.0,0.0,0.0,0.0
35.0,3194.0,0.0,0.0,0.0
36.0,3225.0,0.0,0.0,0.0
37.0,3270.0,0.0,0.0,0.0
38.0,3310.0,0.0,0.0,0.0
39.0,3343.0,0.0,0.0,0.0
40.0,3376.0,0.0,0.0,0.0
41.0,3406.0,0.0,0.0,0.0
42.0,3437.0,0.0,0.0,0.0
43.0,3461.0,0.0,0.0,0.0
44.0,3486.0,0.0,0.0,0.0
45.0,3509.0,0.0,0.0,0.0
46.0,3534.0,0.0,0.0,0.0
47.0,3554.0,0.0,0.0,0.0
48.0,3578.0,0.0,0.0,0.0
49.0,3593.0,0.0,0.0,0.0
50.0,3609.0,0.0,0.0,0.0
51.0,3629.0,0.0,0.0,0.0
52.0,3650.0,0.0,0.0,0.0
53.0,3666.0,0.0,0.0,0.0
54.0,3681.0,0.0,0.0,0.0
55.0,3699.0,0.0,0.0,0.0
56.0,3713.0,0.0,0.0,0.0
