"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,118.0,0.0,0.0,0.0
2.0,235.0,0.0,0.0,0.0
3.0,359.0,0.0,0.0,0.0
4.0,473.0,0.0,0.0,0.0
5.0,590.0,0.0,0.0,0.0
6.0,705.0,0.0,0.0,0.0
7.0,807.0,0.0,0.0,0.0
8.0,900.0,0.0,0.0,0.0
9.0,1002.0,0.0,0.0,0.0
10.0,1110.0,0.0,0.0,0.0
11.0,1221.0,0.0,0.0,0.0
12.0,1317.0,0.0,0.0,0.0
13.0,1409.0,0.0,0.0,0.0
14.0,1507.0,0.0,0.0,0.0
15.0,1603.0,0.0,0.0,0.0
16.0,1681.0,0.0,0.0,0.0
17.0,1771.0,0.0,0.0,0.0
18.0,1848.0,0.0,0.0,0.0
19.0,1933.0,0.0,0.0,0.0
20.0,2003.0,0.0,0.0,0.0
21.0,2084.0,0.0,0.0,0.0
22.0,2179.0,0.0,0.0,0.0
23.0,2251.0,0.0,0.0,0.0
