"Count","tick","InsectId"
500,1.0,""
500,2.0,""
492,3.0,""
483,4.0,""
475,5.0,""
468,6.0,""
459,7.0,""
448,8.0,""
443,9.0,""
441,10.0,""
426,11.0,""
413,12.0,""
406,13.0,""
395,14.0,""
390,15.0,""
375,16.0,""
369,17.0,""
359,18.0,""
351,19.0,""
331,20.0,""
321,21.0,""
314,22.0,""
303,23.0,""
292,24.0,""
284,25.0,""
270,26.0,""
256,27.0,""
247,28.0,""
239,29.0,""
230,30.0,""
222,31.0,""
210,32.0,""
200,33.0,""
190,34.0,""
