"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,199.0,0.0,0.0,0.0
2.0,360.0,0.0,0.0,0.0
3.0,513.0,0.0,0.0,0.0
4.0,657.0,0.0,0.0,0.0
5.0,790.0,0.0,0.0,0.0
6.0,892.0,0.0,0.0,0.0
7.0,1003.0,0.0,0.0,0.0
8.0,1109.0,0.0,0.0,0.0
9.0,1206.0,0.0,0.0,0.0
10.0,1307.0,0.0,0.0,0.0
11.0,1385.0,0.0,0.0,0.0
12.0,1458.0,0.0,0.0,0.0
13.0,1536.0,0.0,0.0,0.0
14.0,1599.0,0.0,0.0,0.0
15.0,1666.0,0.0,0.0,0.0
16.0,1725.0,0.0,0.0,0.0
17.0,1787.0,0.0,0.0,0.0
18.0,1845.0,0.0,0.0,0.0
19.0,1901.0,0.0,0.0,0.0
20.0,1961.0,0.0,0.0,0.0
21.0,2002.0,0.0,0.0,0.0
22.0,2052.0,0.0,0.0,0.0
23.0,2099.0,0.0,0.0,0.0
24.0,2129.0,0.0,0.0,0.0
25.0,2160.0,0.0,0.0,0.0
26.0,2192.0,0.0,0.0,0.0
27.0,2244.0,0.0,0.0,0.0
28.0,2276.0,0.0,0.0,0.0
29.0,2303.0,0.0,0.0,0.0
30.0,2335.0,0.0,0.0,0.0
31.0,2357.0,0.0,0.0,0.0
32.0,2386.0,0.0,0.0,0.0
33.0,2414.0,0.0,0.0,0.0
34.0,2443.0,0.0,0.0,0.0
35.0,2468.0,0.0,0.0,0.0
36.0,2484.0,0.0,0.0,0.0
37.0,2504.0,0.0,0.0,0.0
38.0,2529.0,0.0,0.0,0.0
39.0,2552.0,0.0,0.0,0.0
40.0,2574.0,0.0,0.0,0.0
41.0,2590.0,0.0,0.0,0.0
42.0,2615.0,0.0,0.0,0.0
43.0,2633.0,0.0,0.0,0.0
44.0,2647.0,0.0,0.0,0.0
45.0,2666.0,0.0,0.0,0.0
46.0,2682.0,0.0,0.0,0.0
47.0,2697.0,0.0,0.0,0.0
48.0,2711.0,0.0,0.0,0.0
49.0,2722.0,0.0,0.0,0.0
50.0,2732.0,0.0,0.0,0.0
51.0,2743.0,0.0,0.0,0.0
52.0,2757.0,0.0,0.0,0.0
53.0,2766.0,0.0,0.0,0.0
54.0,2774.0,0.0,0.0,0.0
55.0,2779.0,0.0,0.0,0.0
56.0,2783.0,0.0,0.0,0.0
57.0,2790.0,0.0,0.0,0.0
58.0,2796.0,0.0,0.0,0.0
59.0,2804.0,0.0,0.0,0.0
60.0,2810.0,0.0,0.0,0.0
61.0,2818.0,0.0,0.0,0.0
62.0,2826.0,0.0,0.0,0.0
63.0,2835.0,0.0,0.0,0.0
64.0,2840.0,0.0,0.0,0.0
65.0,2845.0,0.0,0.0,0.0
66.0,2850.0,0.0,0.0,0.0
67.0,2852.0,0.0,0.0,0.0
68.0,2856.0,0.0,0.0,0.0
69.0,2860.0,0.0,0.0,0.0
70.0,2862.0,0.0,0.0,0.0
71.0,2863.0,0.0,0.0,0.0
72.0,2865.0,0.0,0.0,0.0
73.0,2866.0,0.0,0.0,0.0
74.0,2869.0,0.0,0.0,0.0
75.0,2869.0,0.0,0.0,0.0
76.0,2870.0,0.0,0.0,0.0
77.0,2872.0,0.0,0.0,0.0
78.0,2873.0,0.0,0.0,0.0
79.0,2874.0,0.0,0.0,0.0
80.0,2875.0,0.0,0.0,0.0
81.0,2875.0,0.0,0.0,0.0
82.0,2875.0,0.0,0.0,0.0
