"PlantId","TotalDamge","MaxDamage","tick"
"",264,500000,1.0
"",236,500000,1.0
"",525,500000,2.0
"",474,500000,2.0
"",799,500000,3.0
"",696,500000,3.0
"",1038,500000,4.0
"",952,500000,4.0
"",1292,500000,5.0
"",1191,500000,5.0
"",1533,500000,6.0
"",1440,500000,6.0
"",1754,500000,7.0
"",1705,500000,7.0
"",2007,500000,8.0
"",1936,500000,8.0
"",2239,500000,9.0
"",2186,500000,9.0
"",2496,500000,10.0
"",2407,500000,10.0
"",2720,500000,11.0
"",2658,500000,11.0
"",2946,500000,12.0
"",2898,500000,12.0
"",3163,500000,13.0
"",3139,500000,13.0
"",3396,500000,14.0
"",3355,500000,14.0
"",3616,500000,15.0
"",3576,500000,15.0
"",3828,500000,16.0
"",3800,500000,16.0
"",4045,500000,17.0
"",4014,500000,17.0
"",4247,500000,18.0
"",4234,500000,18.0
"",4446,500000,19.0
"",4446,500000,19.0
"",4646,500000,20.0
"",4649,500000,20.0
"",4837,500000,21.0
"",4853,500000,21.0
"",5053,500000,22.0
"",5025,500000,22.0
"",5227,500000,23.0
"",5229,500000,23.0
"",5415,500000,24.0
"",5406,500000,24.0
"",5592,500000,25.0
"",5587,500000,25.0
"",5764,500000,26.0
"",5765,500000,26.0
"",5948,500000,27.0
"",5919,500000,27.0
"",6123,500000,28.0
"",6076,500000,28.0
"",6280,500000,29.0
"",6237,500000,29.0
"",6448,500000,30.0
"",6381,500000,30.0
"",6595,500000,31.0
"",6532,500000,31.0
"",6742,500000,32.0
"",6669,500000,32.0
"",6883,500000,33.0
"",6807,500000,33.0
"",7005,500000,34.0
"",6951,500000,34.0
"",7129,500000,35.0
"",7088,500000,35.0
"",7257,500000,36.0
"",7215,500000,36.0
"",7373,500000,37.0
"",7347,500000,37.0
"",7499,500000,38.0
"",7462,500000,38.0
"",7605,500000,39.0
"",7586,500000,39.0
"",7717,500000,40.0
"",7698,500000,40.0
"",7820,500000,41.0
"",7813,500000,41.0
"",7926,500000,42.0
"",7913,500000,42.0
"",8022,500000,43.0
"",8017,500000,43.0
"",8115,500000,44.0
"",8114,500000,44.0
"",8194,500000,45.0
"",8216,500000,45.0
"",8274,500000,46.0
"",8309,500000,46.0
"",8368,500000,47.0
"",8382,500000,47.0
"",8439,500000,48.0
"",8469,500000,48.0
"",8504,500000,49.0
"",8557,500000,49.0
"",8589,500000,50.0
"",8616,500000,50.0
"",8665,500000,51.0
"",8682,500000,51.0
"",8725,500000,52.0
"",8755,500000,52.0
"",8783,500000,53.0
"",8823,500000,53.0
"",8851,500000,54.0
"",8875,500000,54.0
"",8911,500000,55.0
"",8926,500000,55.0
"",8959,500000,56.0
"",8985,500000,56.0
"",9003,500000,57.0
"",9042,500000,57.0
"",9053,500000,58.0
"",9085,500000,58.0
"",9095,500000,59.0
"",9129,500000,59.0
"",9144,500000,60.0
"",9159,500000,60.0
"",9181,500000,61.0
"",9197,500000,61.0
"",9213,500000,62.0
"",9236,500000,62.0
"",9248,500000,63.0
"",9269,500000,63.0
"",9270,500000,64.0
"",9311,500000,64.0
"",9301,500000,65.0
"",9340,500000,65.0
"",9331,500000,66.0
"",9366,500000,66.0
"",9354,500000,67.0
"",9397,500000,67.0
"",9383,500000,68.0
"",9418,500000,68.0
"",9408,500000,69.0
"",9442,500000,69.0
"",9432,500000,70.0
"",9463,500000,70.0
"",9451,500000,71.0
"",9483,500000,71.0
"",9472,500000,72.0
"",9499,500000,72.0
"",9495,500000,73.0
"",9511,500000,73.0
"",9512,500000,74.0
"",9524,500000,74.0
"",9526,500000,75.0
"",9537,500000,75.0
"",9537,500000,76.0
"",9550,500000,76.0
"",9545,500000,77.0
"",9564,500000,77.0
"",9552,500000,78.0
"",9578,500000,78.0
"",9562,500000,79.0
"",9589,500000,79.0
"",9572,500000,80.0
"",9598,500000,80.0
"",9580,500000,81.0
"",9608,500000,81.0
"",9586,500000,82.0
"",9617,500000,82.0
"",9593,500000,83.0
"",9622,500000,83.0
"",9600,500000,84.0
"",9627,500000,84.0
"",9607,500000,85.0
"",9631,500000,85.0
"",9613,500000,86.0
"",9636,500000,86.0
"",9619,500000,87.0
"",9641,500000,87.0
"",9622,500000,88.0
"",9649,500000,88.0
"",9628,500000,89.0
"",9653,500000,89.0
"",9634,500000,90.0
"",9655,500000,90.0
"",9635,500000,91.0
"",9662,500000,91.0
"",9640,500000,92.0
"",9665,500000,92.0
"",9643,500000,93.0
"",9670,500000,93.0
"",9644,500000,94.0
"",9677,500000,94.0
"",9646,500000,95.0
"",9682,500000,95.0
"",9648,500000,96.0
"",9685,500000,96.0
"",9651,500000,97.0
"",9687,500000,97.0
"",9653,500000,98.0
"",9690,500000,98.0
"",9655,500000,99.0
"",9691,500000,99.0
"",9656,500000,100.0
"",9692,500000,100.0
"",9657,500000,101.0
"",9693,500000,101.0
"",9658,500000,102.0
"",9694,500000,102.0
"",9659,500000,103.0
"",9695,500000,103.0
"",9659,500000,104.0
"",9697,500000,104.0
"",9659,500000,105.0
"",9698,500000,105.0
"",9659,500000,106.0
"",9699,500000,106.0
"",9660,500000,107.0
"",9699,500000,107.0
"",9660,500000,108.0
"",9700,500000,108.0
"",9660,500000,109.0
"",9701,500000,109.0
"",9660,500000,110.0
"",9702,500000,110.0
"",9661,500000,111.0
"",9702,500000,111.0
"",9661,500000,112.0
"",9702,500000,112.0
