"PlantId","TotalDamge","MaxDamage","tick"
"",242,500000,1.0
"",258,500000,1.0
"",493,500000,2.0
"",500,500000,2.0
"",733,500000,3.0
"",746,500000,3.0
"",969,500000,4.0
"",988,500000,4.0
"",1188,500000,5.0
"",1242,500000,5.0
"",1435,500000,6.0
"",1461,500000,6.0
"",1663,500000,7.0
"",1691,500000,7.0
"",1884,500000,8.0
"",1923,500000,8.0
"",2093,500000,9.0
"",2159,500000,9.0
"",2305,500000,10.0
"",2384,500000,10.0
"",2516,500000,11.0
"",2601,500000,11.0
"",2730,500000,12.0
"",2805,500000,12.0
"",2928,500000,13.0
"",3009,500000,13.0
"",3114,500000,14.0
"",3216,500000,14.0
"",3307,500000,15.0
"",3404,500000,15.0
"",3491,500000,16.0
"",3586,500000,16.0
"",3677,500000,17.0
"",3753,500000,17.0
"",3858,500000,18.0
"",3915,500000,18.0
"",4021,500000,19.0
"",4083,500000,19.0
"",4200,500000,20.0
"",4229,500000,20.0
"",4361,500000,21.0
"",4384,500000,21.0
"",4521,500000,22.0
"",4529,500000,22.0
"",4674,500000,23.0
"",4671,500000,23.0
"",4812,500000,24.0
"",4818,500000,24.0
"",4962,500000,25.0
"",4943,500000,25.0
"",5094,500000,26.0
"",5078,500000,26.0
"",5224,500000,27.0
"",5199,500000,27.0
"",5343,500000,28.0
"",5324,500000,28.0
"",5453,500000,29.0
"",5448,500000,29.0
"",5565,500000,30.0
"",5558,500000,30.0
"",5681,500000,31.0
"",5656,500000,31.0
"",5790,500000,32.0
"",5753,500000,32.0
"",5903,500000,33.0
"",5834,500000,33.0
"",5996,500000,34.0
"",5928,500000,34.0
"",6092,500000,35.0
"",6013,500000,35.0
"",6177,500000,36.0
"",6104,500000,36.0
"",6253,500000,37.0
"",6199,500000,37.0
"",6325,500000,38.0
"",6289,500000,38.0
"",6414,500000,39.0
"",6353,500000,39.0
"",6496,500000,40.0
"",6420,500000,40.0
"",6554,500000,41.0
"",6507,500000,41.0
"",6625,500000,42.0
"",6573,500000,42.0
"",6698,500000,43.0
"",6630,500000,43.0
"",6764,500000,44.0
"",6688,500000,44.0
"",6818,500000,45.0
"",6747,500000,45.0
"",6879,500000,46.0
"",6796,500000,46.0
"",6929,500000,47.0
"",6850,500000,47.0
"",6978,500000,48.0
"",6899,500000,48.0
"",7025,500000,49.0
"",6941,500000,49.0
"",7067,500000,50.0
"",6979,500000,50.0
"",7107,500000,51.0
"",7012,500000,51.0
"",7135,500000,52.0
"",7051,500000,52.0
"",7159,500000,53.0
"",7091,500000,53.0
"",7188,500000,54.0
"",7122,500000,54.0
"",7219,500000,55.0
"",7150,500000,55.0
"",7243,500000,56.0
"",7176,500000,56.0
"",7270,500000,57.0
"",7195,500000,57.0
"",7295,500000,58.0
"",7214,500000,58.0
"",7317,500000,59.0
"",7232,500000,59.0
"",7333,500000,60.0
"",7252,500000,60.0
"",7345,500000,61.0
"",7271,500000,61.0
"",7359,500000,62.0
"",7284,500000,62.0
"",7371,500000,63.0
"",7297,500000,63.0
"",7383,500000,64.0
"",7310,500000,64.0
"",7395,500000,65.0
"",7321,500000,65.0
"",7404,500000,66.0
"",7330,500000,66.0
"",7412,500000,67.0
"",7339,500000,67.0
"",7418,500000,68.0
"",7350,500000,68.0
"",7425,500000,69.0
"",7359,500000,69.0
"",7432,500000,70.0
"",7368,500000,70.0
"",7441,500000,71.0
"",7373,500000,71.0
"",7450,500000,72.0
"",7378,500000,72.0
"",7460,500000,73.0
"",7381,500000,73.0
"",7465,500000,74.0
"",7387,500000,74.0
"",7470,500000,75.0
"",7393,500000,75.0
"",7478,500000,76.0
"",7396,500000,76.0
"",7481,500000,77.0
"",7401,500000,77.0
"",7484,500000,78.0
"",7405,500000,78.0
"",7488,500000,79.0
"",7407,500000,79.0
"",7491,500000,80.0
"",7410,500000,80.0
"",7493,500000,81.0
"",7414,500000,81.0
"",7495,500000,82.0
"",7418,500000,82.0
"",7499,500000,83.0
"",7420,500000,83.0
"",7502,500000,84.0
"",7423,500000,84.0
"",7506,500000,85.0
"",7424,500000,85.0
"",7508,500000,86.0
"",7427,500000,86.0
"",7509,500000,87.0
"",7430,500000,87.0
"",7511,500000,88.0
"",7432,500000,88.0
"",7513,500000,89.0
"",7433,500000,89.0
"",7514,500000,90.0
"",7435,500000,90.0
"",7515,500000,91.0
"",7437,500000,91.0
"",7517,500000,92.0
"",7438,500000,92.0
"",7519,500000,93.0
"",7439,500000,93.0
"",7521,500000,94.0
"",7440,500000,94.0
"",7524,500000,95.0
"",7440,500000,95.0
"",7526,500000,96.0
"",7441,500000,96.0
"",7528,500000,97.0
"",7442,500000,97.0
"",7529,500000,98.0
"",7444,500000,98.0
"",7530,500000,99.0
"",7445,500000,99.0
"",7531,500000,100.0
"",7446,500000,100.0
"",7532,500000,101.0
"",7447,500000,101.0
"",7532,500000,102.0
"",7449,500000,102.0
"",7532,500000,103.0
"",7451,500000,103.0
"",7533,500000,104.0
"",7452,500000,104.0
"",7534,500000,105.0
"",7452,500000,105.0
"",7535,500000,106.0
"",7452,500000,106.0
"",7535,500000,107.0
"",7453,500000,107.0
"",7535,500000,108.0
"",7454,500000,108.0
"",7535,500000,109.0
"",7454,500000,109.0
