"PlantId","TotalDamge","MaxDamage","tick"
"",249,50000,1.0
"",251,500000,1.0
"",504,50000,2.0
"",495,500000,2.0
"",767,50000,3.0
"",727,500000,3.0
"",1022,50000,4.0
"",967,500000,4.0
"",1274,50000,5.0
"",1205,500000,5.0
"",1523,50000,6.0
"",1444,500000,6.0
"",1764,50000,7.0
"",1688,500000,7.0
"",1997,50000,8.0
"",1937,500000,8.0
"",2229,50000,9.0
"",2184,500000,9.0
"",2460,50000,10.0
"",2419,500000,10.0
"",2688,50000,11.0
"",2654,500000,11.0
"",2917,50000,12.0
"",2882,500000,12.0
"",3139,50000,13.0
"",3109,500000,13.0
"",3208,50000,14.0
"",3360,500000,14.0
"",3224,50000,15.0
"",3615,500000,15.0
"",3236,50000,16.0
"",3864,500000,16.0
"",3240,50000,17.0
"",4117,500000,17.0
"",3247,50000,18.0
"",4360,500000,18.0
"",3253,50000,19.0
"",4598,500000,19.0
"",3262,50000,20.0
"",4825,500000,20.0
"",3264,50000,21.0
"",5054,500000,21.0
"",3272,50000,22.0
"",5274,500000,22.0
"",3279,50000,23.0
"",5488,500000,23.0
"",3286,50000,24.0
"",5695,500000,24.0
"",3293,50000,25.0
"",5898,500000,25.0
"",3304,50000,26.0
"",6091,500000,26.0
"",3308,50000,27.0
"",6290,500000,27.0
"",3317,50000,28.0
"",6482,500000,28.0
"",3320,50000,29.0
"",6674,500000,29.0
"",3329,50000,30.0
"",6856,500000,30.0
"",3334,50000,31.0
"",7036,500000,31.0
"",3336,50000,32.0
"",7210,500000,32.0
"",3337,50000,33.0
"",7376,500000,33.0
"",3343,50000,34.0
"",7534,500000,34.0
"",3347,50000,35.0
"",7689,500000,35.0
"",3350,50000,36.0
"",7837,500000,36.0
"",3357,50000,37.0
"",7972,500000,37.0
"",3360,50000,38.0
"",8106,500000,38.0
"",3365,50000,39.0
"",8231,500000,39.0
"",3366,50000,40.0
"",8356,500000,40.0
"",3370,50000,41.0
"",8470,500000,41.0
"",3375,50000,42.0
"",8578,500000,42.0
"",3380,50000,43.0
"",8683,500000,43.0
