"PlantId","TotalDamge","MaxDamage","tick"
"",260,510000,1.0
"",240,490000,1.0
"",510,510000,2.0
"",458,490000,2.0
"",737,510000,3.0
"",666,490000,3.0
"",959,510000,4.0
"",858,490000,4.0
"",1167,510000,5.0
"",1046,490000,5.0
"",1366,510000,6.0
"",1220,490000,6.0
"",1551,510000,7.0
"",1381,490000,7.0
"",1731,510000,8.0
"",1528,490000,8.0
"",1893,510000,9.0
"",1673,490000,9.0
"",2046,510000,10.0
"",1806,490000,10.0
"",2192,510000,11.0
"",1929,490000,11.0
"",2328,510000,12.0
"",2050,490000,12.0
"",2457,510000,13.0
"",2165,490000,13.0
"",2575,510000,14.0
"",2273,490000,14.0
"",2684,510000,15.0
"",2372,490000,15.0
"",2783,510000,16.0
"",2468,490000,16.0
"",2877,510000,17.0
"",2553,490000,17.0
"",2962,510000,18.0
"",2632,490000,18.0
"",3038,510000,19.0
"",2708,490000,19.0
"",3108,510000,20.0
"",2778,490000,20.0
"",3176,510000,21.0
"",2841,490000,21.0
"",3241,510000,22.0
"",2895,490000,22.0
"",3301,510000,23.0
"",2944,490000,23.0
"",3358,510000,24.0
"",2989,490000,24.0
"",3412,510000,25.0
"",3030,490000,25.0
"",3454,510000,26.0
"",3066,490000,26.0
"",3494,510000,27.0
"",3099,490000,27.0
"",3530,510000,28.0
"",3131,490000,28.0
"",3564,510000,29.0
"",3158,490000,29.0
"",3593,510000,30.0
"",3184,490000,30.0
"",3620,510000,31.0
"",3207,490000,31.0
"",3647,510000,32.0
"",3228,490000,32.0
"",3670,510000,33.0
"",3249,490000,33.0
"",3689,510000,34.0
"",3268,490000,34.0
"",3707,510000,35.0
"",3284,490000,35.0
"",3726,510000,36.0
"",3299,490000,36.0
"",3743,510000,37.0
"",3313,490000,37.0
"",3760,510000,38.0
"",3326,490000,38.0
"",3776,510000,39.0
"",3338,490000,39.0
"",3792,510000,40.0
"",3348,490000,40.0
"",3804,510000,41.0
"",3359,490000,41.0
"",3814,510000,42.0
"",3370,490000,42.0
"",3822,510000,43.0
"",3379,490000,43.0
"",3829,510000,44.0
"",3388,490000,44.0
"",3835,510000,45.0
"",3396,490000,45.0
"",3840,510000,46.0
"",3403,490000,46.0
"",3845,510000,47.0
"",3410,490000,47.0
"",3850,510000,48.0
"",3417,490000,48.0
"",3854,510000,49.0
"",3424,490000,49.0
"",3858,510000,50.0
"",3428,490000,50.0
"",3862,510000,51.0
"",3432,490000,51.0
"",3865,510000,52.0
"",3435,490000,52.0
"",3868,510000,53.0
"",3438,490000,53.0
"",3871,510000,54.0
"",3440,490000,54.0
"",3874,510000,55.0
"",3442,490000,55.0
"",3877,510000,56.0
"",3443,490000,56.0
"",3880,510000,57.0
"",3443,490000,57.0
"",3882,510000,58.0
"",3443,490000,58.0
"",3884,510000,59.0
"",3443,490000,59.0
"",3886,510000,60.0
"",3443,490000,60.0
"",3888,510000,61.0
"",3443,490000,61.0
"",3890,510000,62.0
"",3443,490000,62.0
"",3892,510000,63.0
"",3443,490000,63.0
"",3894,510000,64.0
"",3443,490000,64.0
"",3896,510000,65.0
"",3443,490000,65.0
"",3898,510000,66.0
"",3443,490000,66.0
"",3898,510000,67.0
"",3443,490000,67.0
