"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,21.0,1.0,3.0,18.0
2.0,80.0,7.0,12.0,77.0
3.0,129.0,15.0,16.0,126.0
4.0,195.0,17.0,24.0,178.0
5.0,244.0,26.0,30.0,223.0
6.0,299.0,33.0,37.0,268.0
7.0,345.0,36.0,45.0,316.0
8.0,404.0,37.0,48.0,360.0
9.0,465.0,40.0,50.0,403.0
10.0,509.0,47.0,54.0,453.0
11.0,562.0,52.0,64.0,492.0
12.0,611.0,58.0,73.0,541.0
13.0,657.0,64.0,78.0,580.0
14.0,699.0,67.0,80.0,628.0
15.0,747.0,75.0,84.0,664.0
16.0,799.0,77.0,91.0,703.0
17.0,832.0,84.0,95.0,744.0
18.0,880.0,88.0,99.0,776.0
19.0,914.0,95.0,103.0,811.0
20.0,962.0,99.0,108.0,846.0
21.0,994.0,104.0,114.0,879.0
22.0,1031.0,106.0,118.0,910.0
23.0,1064.0,109.0,124.0,945.0
24.0,1092.0,114.0,125.0,974.0
25.0,1135.0,121.0,127.0,1008.0
26.0,1165.0,122.0,131.0,1039.0
27.0,1199.0,124.0,136.0,1068.0
28.0,1230.0,127.0,139.0,1096.0
29.0,1261.0,131.0,143.0,1122.0
30.0,1285.0,134.0,146.0,1143.0
31.0,1314.0,138.0,148.0,1163.0
32.0,1335.0,140.0,153.0,1191.0
33.0,1363.0,142.0,153.0,1207.0
34.0,1383.0,146.0,157.0,1227.0
35.0,1406.0,149.0,159.0,1239.0
36.0,1433.0,156.0,160.0,1255.0
37.0,1448.0,157.0,160.0,1274.0
38.0,1470.0,162.0,161.0,1290.0
39.0,1482.0,167.0,163.0,1311.0
40.0,1500.0,169.0,163.0,1326.0
41.0,1512.0,170.0,165.0,1338.0
42.0,1526.0,170.0,169.0,1353.0
43.0,1537.0,173.0,170.0,1365.0
44.0,1548.0,175.0,171.0,1376.0
45.0,1559.0,176.0,171.0,1383.0
46.0,1568.0,177.0,173.0,1394.0
47.0,1574.0,179.0,176.0,1405.0
48.0,1587.0,180.0,177.0,1417.0
49.0,1594.0,182.0,178.0,1425.0
50.0,1605.0,184.0,179.0,1436.0
51.0,1613.0,184.0,179.0,1447.0
52.0,1620.0,185.0,182.0,1454.0
53.0,1626.0,187.0,184.0,1462.0
54.0,1632.0,189.0,184.0,1470.0
55.0,1642.0,189.0,184.0,1477.0
56.0,1652.0,189.0,184.0,1488.0
57.0,1659.0,189.0,184.0,1494.0
58.0,1669.0,190.0,186.0,1503.0
59.0,1674.0,190.0,186.0,1514.0
60.0,1679.0,190.0,188.0,1520.0
61.0,1682.0,191.0,188.0,1526.0
62.0,1689.0,192.0,188.0,1529.0
63.0,1692.0,192.0,189.0,1532.0
64.0,1695.0,192.0,189.0,1535.0
65.0,1699.0,193.0,189.0,1536.0
66.0,1705.0,194.0,189.0,1538.0
67.0,1707.0,194.0,189.0,1542.0
68.0,1709.0,194.0,190.0,1545.0
69.0,1710.0,194.0,190.0,1549.0
70.0,1712.0,195.0,190.0,1556.0
71.0,1716.0,195.0,190.0,1558.0
72.0,1717.0,195.0,190.0,1559.0
73.0,1719.0,195.0,190.0,1560.0
74.0,1720.0,195.0,190.0,1561.0
75.0,1721.0,195.0,190.0,1564.0
76.0,1721.0,195.0,190.0,1565.0
77.0,1722.0,195.0,190.0,1568.0
78.0,1723.0,195.0,190.0,1568.0
79.0,1723.0,195.0,190.0,1571.0
80.0,1724.0,195.0,190.0,1571.0
81.0,1724.0,195.0,191.0,1572.0
82.0,1724.0,195.0,191.0,1572.0
83.0,1724.0,195.0,191.0,1572.0
84.0,1724.0,195.0,191.0,1572.0
85.0,1724.0,195.0,191.0,1572.0
86.0,1724.0,195.0,191.0,1572.0
87.0,1724.0,195.0,191.0,1572.0
88.0,1724.0,195.0,191.0,1572.0
89.0,1724.0,195.0,191.0,1572.0
90.0,1724.0,195.0,191.0,1572.0
91.0,1725.0,196.0,191.0,1572.0
92.0,1726.0,196.0,191.0,1572.0
93.0,1726.0,196.0,191.0,1572.0
94.0,1726.0,197.0,191.0,1572.0
95.0,1726.0,197.0,191.0,1572.0
96.0,1726.0,197.0,191.0,1572.0
97.0,1726.0,197.0,191.0,1572.0
98.0,1727.0,197.0,191.0,1572.0
99.0,1727.0,197.0,191.0,1572.0
100.0,1727.0,197.0,191.0,1572.0
101.0,1728.0,197.0,191.0,1572.0
102.0,1728.0,197.0,191.0,1572.0
103.0,1728.0,197.0,191.0,1572.0
