"PlantId","TotalDamge","MaxDamage","tick"
"",196,250000,1.0
"",304,750000,1.0
"",427,250000,2.0
"",568,750000,2.0
"",677,250000,3.0
"",805,750000,3.0
"",934,250000,4.0
"",1028,750000,4.0
"",1213,250000,5.0
"",1219,750000,5.0
"",1504,250000,6.0
"",1390,750000,6.0
"",1803,250000,7.0
"",1548,750000,7.0
"",2108,250000,8.0
"",1691,750000,8.0
"",2409,250000,9.0
"",1826,750000,9.0
"",2715,250000,10.0
"",1950,750000,10.0
"",3013,250000,11.0
"",2073,750000,11.0
"",3314,250000,12.0
"",2183,750000,12.0
"",3619,250000,13.0
"",2282,750000,13.0
"",3922,250000,14.0
"",2376,750000,14.0
"",4227,250000,15.0
"",2462,750000,15.0
"",4534,250000,16.0
"",2543,750000,16.0
"",4834,250000,17.0
"",2623,750000,17.0
"",5135,250000,18.0
"",2696,750000,18.0
"",5429,250000,19.0
"",2762,750000,19.0
"",5717,250000,20.0
"",2826,750000,20.0
"",5999,250000,21.0
"",2886,750000,21.0
"",6278,250000,22.0
"",2940,750000,22.0
"",6551,250000,23.0
"",2990,750000,23.0
"",6814,250000,24.0
"",3041,750000,24.0
"",7075,250000,25.0
"",3085,750000,25.0
"",7326,250000,26.0
"",3129,750000,26.0
"",7571,250000,27.0
"",3170,750000,27.0
"",7816,250000,28.0
"",3207,750000,28.0
"",8056,250000,29.0
"",3240,750000,29.0
"",8287,250000,30.0
"",3274,750000,30.0
"",8505,250000,31.0
"",3310,750000,31.0
"",8717,250000,32.0
"",3346,750000,32.0
"",8925,250000,33.0
"",3380,750000,33.0
"",9119,250000,34.0
"",3422,750000,34.0
"",9312,250000,35.0
"",3457,750000,35.0
"",9493,250000,36.0
"",3496,750000,36.0
"",9675,250000,37.0
"",3527,750000,37.0
"",9858,250000,38.0
"",3551,750000,38.0
"",10035,250000,39.0
"",3578,750000,39.0
"",10206,250000,40.0
"",3599,750000,40.0
"",10365,250000,41.0
"",3620,750000,41.0
"",10512,250000,42.0
"",3646,750000,42.0
"",10647,250000,43.0
"",3668,750000,43.0
"",10776,250000,44.0
"",3690,750000,44.0
"",10900,250000,45.0
"",3709,750000,45.0
"",11013,250000,46.0
"",3726,750000,46.0
"",11122,250000,47.0
"",3738,750000,47.0
"",11225,250000,48.0
"",3752,750000,48.0
"",11323,250000,49.0
"",3768,750000,49.0
"",11421,250000,50.0
"",3782,750000,50.0
"",11520,250000,51.0
"",3795,750000,51.0
"",11610,250000,52.0
"",3810,750000,52.0
"",11695,250000,53.0
"",3824,750000,53.0
"",11772,250000,54.0
"",3837,750000,54.0
"",11845,250000,55.0
"",3849,750000,55.0
"",11916,250000,56.0
"",3860,750000,56.0
"",11985,250000,57.0
"",3869,750000,57.0
"",12047,250000,58.0
"",3879,750000,58.0
"",12104,250000,59.0
"",3890,750000,59.0
"",12158,250000,60.0
"",3899,750000,60.0
"",12212,250000,61.0
"",3904,750000,61.0
"",12262,250000,62.0
"",3911,750000,62.0
"",12309,250000,63.0
"",3916,750000,63.0
"",12350,250000,64.0
"",3924,750000,64.0
"",12387,250000,65.0
"",3931,750000,65.0
"",12424,250000,66.0
"",3936,750000,66.0
"",12462,250000,67.0
"",3939,750000,67.0
"",12493,250000,68.0
"",3943,750000,68.0
"",12521,250000,69.0
"",3949,750000,69.0
"",12548,250000,70.0
"",3953,750000,70.0
"",12571,250000,71.0
"",3955,750000,71.0
"",12592,250000,72.0
"",3958,750000,72.0
"",12615,250000,73.0
"",3959,750000,73.0
"",12635,250000,74.0
"",3962,750000,74.0
"",12655,250000,75.0
"",3963,750000,75.0
"",12672,250000,76.0
"",3966,750000,76.0
"",12686,250000,77.0
"",3971,750000,77.0
"",12700,250000,78.0
"",3976,750000,78.0
"",12716,250000,79.0
"",3979,750000,79.0
"",12729,250000,80.0
"",3982,750000,80.0
"",12742,250000,81.0
"",3983,750000,81.0
"",12754,250000,82.0
"",3985,750000,82.0
