"tick","crop to crop","crop to trap","trap to crop","trap to trap"
1.0,500.0,0.0,0.0,0.0
2.0,999.0,0.0,0.0,0.0
3.0,1498.0,0.0,0.0,0.0
4.0,1996.0,0.0,0.0,0.0
5.0,2493.0,0.0,0.0,0.0
6.0,2986.0,0.0,0.0,0.0
7.0,3476.0,0.0,0.0,0.0
8.0,3964.0,0.0,0.0,0.0
9.0,4450.0,0.0,0.0,0.0
10.0,4930.0,0.0,0.0,0.0
11.0,5406.0,0.0,0.0,0.0
12.0,5876.0,0.0,0.0,0.0
13.0,6345.0,0.0,0.0,0.0
14.0,6804.0,0.0,0.0,0.0
15.0,7259.0,0.0,0.0,0.0
16.0,7707.0,0.0,0.0,0.0
17.0,8147.0,0.0,0.0,0.0
18.0,8583.0,0.0,0.0,0.0
19.0,9012.0,0.0,0.0,0.0
20.0,9436.0,0.0,0.0,0.0
21.0,9852.0,0.0,0.0,0.0
22.0,10260.0,0.0,0.0,0.0
23.0,10660.0,0.0,0.0,0.0
24.0,11052.0,0.0,0.0,0.0
25.0,11432.0,0.0,0.0,0.0
26.0,11802.0,0.0,0.0,0.0
27.0,12161.0,0.0,0.0,0.0
28.0,12514.0,0.0,0.0,0.0
29.0,12859.0,0.0,0.0,0.0
30.0,13193.0,0.0,0.0,0.0
31.0,13521.0,0.0,0.0,0.0
32.0,13834.0,0.0,0.0,0.0
33.0,14140.0,0.0,0.0,0.0
34.0,14428.0,0.0,0.0,0.0
35.0,14707.0,0.0,0.0,0.0
36.0,14980.0,0.0,0.0,0.0
37.0,15241.0,0.0,0.0,0.0
38.0,15490.0,0.0,0.0,0.0
39.0,15732.0,0.0,0.0,0.0
40.0,15964.0,0.0,0.0,0.0
41.0,16191.0,0.0,0.0,0.0
42.0,16409.0,0.0,0.0,0.0
43.0,16613.0,0.0,0.0,0.0
44.0,16813.0,0.0,0.0,0.0
45.0,17005.0,0.0,0.0,0.0
46.0,17183.0,0.0,0.0,0.0
47.0,17351.0,0.0,0.0,0.0
48.0,17506.0,0.0,0.0,0.0
49.0,17649.0,0.0,0.0,0.0
50.0,17781.0,0.0,0.0,0.0
