"DamageTaken","X","Y","tick"
0,47,80,1.0
0,51,8,1.0
0,49,45,1.0
0,17,19,1.0
0,60,28,1.0
0,57,96,1.0
0,19,11,1.0
0,79,33,1.0
0,47,44,1.0
0,98,55,1.0
0,54,8,1.0
0,37,5,1.0
0,56,78,1.0
0,53,27,1.0
0,77,85,1.0
0,79,96,1.0
0,10,73,1.0
0,18,94,1.0
0,53,77,1.0
0,9,99,1.0
0,6,21,1.0
0,47,36,1.0
0,96,30,1.0
0,96,24,1.0
0,9,1,1.0
0,60,30,1.0
0,16,97,1.0
0,21,32,1.0
0,99,82,1.0
0,3,45,1.0
0,51,92,1.0
0,57,31,1.0
0,31,36,1.0
0,56,67,1.0
0,87,76,1.0
0,41,49,1.0
0,76,48,1.0
0,30,65,1.0
0,32,90,1.0
0,43,15,1.0
0,81,48,1.0
0,85,19,1.0
0,81,83,1.0
0,16,82,1.0
0,91,42,1.0
0,49,65,1.0
0,51,21,1.0
0,85,69,1.0
0,31,34,1.0
0,20,32,1.0
0,25,30,1.0
0,26,25,1.0
0,4,33,1.0
0,82,63,1.0
0,2,79,1.0
0,95,9,1.0
0,51,0,1.0
0,72,65,1.0
0,36,11,1.0
0,13,16,1.0
0,83,58,1.0
0,48,64,1.0
0,9,91,1.0
0,15,66,1.0
0,12,10,1.0
0,8,18,1.0
0,25,82,1.0
0,39,84,1.0
0,76,61,1.0
0,31,96,1.0
0,64,44,1.0
0,76,21,1.0
0,30,50,1.0
0,79,84,1.0
0,81,75,1.0
0,55,89,1.0
0,63,75,1.0
0,79,15,1.0
0,29,74,1.0
0,9,13,1.0
0,43,8,1.0
0,66,64,1.0
0,78,38,1.0
0,39,7,1.0
0,34,81,1.0
0,74,25,1.0
0,10,93,1.0
0,91,71,1.0
0,19,97,1.0
0,94,7,1.0
0,30,49,1.0
0,46,64,1.0
0,66,33,1.0
0,58,16,1.0
0,49,15,1.0
0,1,97,1.0
0,52,24,1.0
0,48,95,1.0
0,6,18,1.0
0,78,23,1.0
0,13,13,1.0
0,26,34,1.0
0,24,52,1.0
0,54,21,1.0
0,77,59,1.0
0,53,37,1.0
0,35,90,1.0
0,26,13,1.0
0,15,94,1.0
0,63,10,1.0
0,87,4,1.0
0,42,27,1.0
0,70,84,1.0
0,76,96,1.0
0,43,24,1.0
0,78,1,1.0
0,32,30,1.0
0,46,8,1.0
0,89,0,1.0
0,52,73,1.0
0,52,95,1.0
0,74,71,1.0
0,80,49,1.0
0,42,36,1.0
0,52,85,1.0
0,45,7,1.0
0,89,72,1.0
0,16,78,1.0
0,28,51,1.0
0,2,65,1.0
0,12,59,1.0
0,10,62,1.0
0,57,49,1.0
0,79,14,1.0
0,12,5,1.0
0,89,36,1.0
0,31,91,1.0
0,56,17,1.0
0,76,29,1.0
0,50,51,1.0
0,18,98,1.0
0,44,31,1.0
0,94,65,1.0
0,43,5,1.0
0,84,46,1.0
0,83,2,1.0
0,10,39,1.0
0,65,88,1.0
0,1,83,1.0
0,95,99,1.0
0,97,23,1.0
0,44,8,1.0
0,40,80,1.0
0,97,38,1.0
0,96,23,1.0
0,20,36,1.0
0,0,1,1.0
0,81,39,1.0
0,11,29,1.0
0,24,1,1.0
0,0,94,1.0
0,92,38,1.0
0,36,81,1.0
0,87,85,1.0
0,25,3,1.0
0,54,51,1.0
0,94,31,1.0
0,3,54,1.0
0,27,29,1.0
0,98,92,1.0
0,71,64,1.0
0,22,73,1.0
0,95,34,1.0
0,67,80,1.0
0,99,39,1.0
0,92,65,1.0
0,8,53,1.0
0,78,68,1.0
0,6,36,1.0
0,65,77,1.0
0,11,12,1.0
0,33,88,1.0
0,56,64,1.0
0,59,24,1.0
0,79,21,1.0
0,73,24,1.0
0,6,23,1.0
0,8,30,1.0
0,58,30,1.0
0,0,28,1.0
0,37,45,1.0
0,68,17,1.0
0,76,75,1.0
0,13,87,1.0
0,46,22,1.0
0,83,44,1.0
0,33,54,1.0
0,93,99,1.0
0,72,18,1.0
0,29,88,1.0
0,38,74,1.0
0,11,40,1.0
0,27,6,1.0
0,98,73,1.0
0,21,19,1.0
0,45,71,1.0
0,64,98,1.0
0,34,97,1.0
0,39,31,1.0
0,41,91,1.0
0,15,81,1.0
0,64,52,1.0
0,5,9,1.0
0,45,45,1.0
0,87,19,1.0
0,68,88,1.0
0,84,53,1.0
0,35,9,1.0
0,79,31,1.0
0,24,48,1.0
0,91,87,1.0
0,1,23,1.0
0,54,1,1.0
0,44,24,1.0
0,93,53,1.0
0,3,28,1.0
0,17,26,1.0
0,21,20,1.0
0,60,25,1.0
0,90,2,1.0
0,88,94,1.0
0,62,10,1.0
0,32,29,1.0
0,71,86,1.0
0,0,97,1.0
0,58,84,1.0
0,12,75,1.0
0,97,69,1.0
0,24,2,1.0
0,47,9,1.0
0,40,50,1.0
0,30,99,1.0
0,70,93,1.0
0,9,84,1.0
0,34,87,1.0
0,33,22,1.0
0,57,85,1.0
0,70,18,1.0
0,73,96,1.0
0,62,34,1.0
0,51,40,1.0
0,95,15,1.0
0,7,3,1.0
0,7,30,1.0
0,40,68,1.0
0,13,54,1.0
0,2,63,1.0
0,25,94,1.0
0,86,45,1.0
0,29,67,1.0
0,93,12,1.0
0,86,25,1.0
0,48,92,1.0
0,69,34,1.0
0,10,69,1.0
0,63,18,1.0
0,3,67,1.0
0,3,15,1.0
0,51,89,1.0
0,77,16,1.0
0,49,2,1.0
0,86,81,1.0
0,7,47,1.0
0,45,99,1.0
0,89,70,1.0
0,9,55,1.0
0,36,82,1.0
0,12,27,1.0
0,25,84,1.0
0,66,2,1.0
0,86,91,1.0
0,5,68,1.0
0,10,75,1.0
0,21,96,1.0
0,46,62,1.0
0,61,46,1.0
0,64,66,1.0
0,65,37,1.0
0,8,19,1.0
0,81,36,1.0
0,90,84,1.0
0,95,14,1.0
0,50,77,1.0
0,59,3,1.0
0,58,28,1.0
0,0,44,1.0
0,65,96,1.0
0,72,30,1.0
0,23,26,1.0
0,93,10,1.0
0,27,78,1.0
0,48,83,1.0
0,99,94,1.0
0,38,72,1.0
0,14,22,1.0
0,3,75,1.0
0,62,76,1.0
0,91,82,1.0
0,40,99,1.0
0,36,80,1.0
0,68,82,1.0
0,16,41,1.0
0,21,99,1.0
0,97,65,1.0
0,54,54,1.0
0,38,79,1.0
0,57,10,1.0
0,61,25,1.0
0,78,7,1.0
0,38,65,1.0
0,19,25,1.0
0,91,70,1.0
0,56,43,1.0
0,9,96,1.0
0,1,54,1.0
0,10,42,1.0
0,30,41,1.0
0,58,58,1.0
0,58,10,1.0
0,6,60,1.0
0,59,19,1.0
0,62,42,1.0
0,50,14,1.0
0,41,26,1.0
0,36,25,1.0
0,3,62,1.0
0,49,29,1.0
0,8,98,1.0
0,78,37,1.0
0,85,12,1.0
0,54,67,1.0
0,98,61,1.0
0,62,54,1.0
0,37,40,1.0
0,29,26,1.0
0,38,71,1.0
0,29,98,1.0
0,38,12,1.0
0,47,32,1.0
0,17,57,1.0
0,2,4,1.0
0,55,81,1.0
0,1,99,1.0
0,56,74,1.0
0,37,63,1.0
0,63,43,1.0
0,46,19,1.0
0,62,88,1.0
0,17,7,1.0
0,1,1,1.0
0,77,72,1.0
0,69,47,1.0
0,44,23,1.0
0,81,67,1.0
0,53,40,1.0
0,78,56,1.0
0,44,66,1.0
0,94,28,1.0
0,73,97,1.0
0,27,23,1.0
0,5,17,1.0
0,95,53,1.0
0,12,55,1.0
0,19,82,1.0
0,33,28,1.0
0,51,85,1.0
0,1,90,1.0
0,77,95,1.0
0,73,18,1.0
0,39,26,1.0
0,52,76,1.0
0,46,47,1.0
0,13,53,1.0
0,23,1,1.0
0,84,76,1.0
0,97,25,1.0
0,32,44,1.0
0,58,15,1.0
0,93,3,1.0
0,89,1,1.0
0,26,90,1.0
0,70,33,1.0
0,39,76,1.0
0,76,5,1.0
0,38,85,1.0
0,73,26,1.0
0,37,0,1.0
0,24,76,1.0
0,69,46,1.0
0,1,12,1.0
0,40,66,1.0
0,36,45,1.0
0,77,91,1.0
0,24,29,1.0
0,21,94,1.0
0,61,91,1.0
0,30,91,1.0
0,64,30,1.0
0,54,11,1.0
0,65,32,1.0
0,77,64,1.0
0,36,78,1.0
0,95,64,1.0
0,91,99,1.0
0,38,80,1.0
0,52,99,1.0
0,35,72,1.0
0,64,59,1.0
0,85,64,1.0
0,73,27,1.0
0,61,17,1.0
0,39,24,1.0
0,28,67,1.0
0,55,54,1.0
0,7,6,1.0
0,21,5,1.0
0,37,41,1.0
0,87,95,1.0
0,19,70,1.0
0,79,16,1.0
0,45,62,1.0
0,34,61,1.0
0,42,18,1.0
0,40,12,1.0
0,90,25,1.0
0,47,17,1.0
0,44,20,1.0
0,98,15,1.0
0,63,61,1.0
0,20,26,1.0
0,50,29,1.0
0,10,14,1.0
0,15,50,1.0
0,43,85,1.0
0,19,37,1.0
0,49,53,1.0
0,0,55,1.0
0,15,36,1.0
0,9,0,1.0
0,80,16,1.0
0,47,59,1.0
0,19,47,1.0
0,68,30,1.0
0,87,6,1.0
0,74,45,1.0
0,34,36,1.0
0,31,62,1.0
0,86,78,1.0
0,70,77,1.0
0,85,9,1.0
0,43,74,1.0
0,94,81,1.0
0,60,38,1.0
0,29,92,1.0
0,91,45,1.0
0,2,94,1.0
0,44,44,1.0
0,75,7,1.0
0,66,35,1.0
0,73,2,1.0
0,24,54,1.0
0,57,7,1.0
0,82,3,1.0
0,27,65,1.0
0,56,84,1.0
0,43,20,1.0
0,52,19,1.0
0,52,44,1.0
0,78,61,1.0
0,26,0,1.0
0,70,67,1.0
0,4,69,1.0
0,88,38,1.0
0,71,12,1.0
0,48,13,1.0
0,4,38,1.0
0,15,22,1.0
0,17,21,1.0
0,87,25,1.0
0,65,85,1.0
0,79,1,1.0
0,63,19,1.0
0,86,54,1.0
0,14,40,1.0
0,4,58,1.0
0,8,77,1.0
0,19,61,1.0
0,18,15,1.0
0,87,8,1.0
0,84,3,1.0
0,7,17,1.0
0,17,56,1.0
0,13,30,1.0
0,42,30,1.0
0,18,52,1.0
0,51,68,1.0
0,61,77,1.0
0,64,26,1.0
0,14,88,1.0
0,14,71,1.0
0,98,91,1.0
0,27,25,1.0
0,33,85,1.0
0,5,82,1.0
0,93,28,1.0
0,16,45,1.0
0,61,16,1.0
0,45,17,1.0
0,50,92,1.0
0,96,14,1.0
0,4,86,1.0
0,71,56,1.0
0,8,25,1.0
0,2,51,1.0
0,90,96,1.0
0,87,26,1.0
0,86,6,1.0
0,30,83,1.0
0,52,40,1.0
0,81,26,1.0
0,60,88,1.0
0,0,36,1.0
0,11,97,1.0
0,36,59,1.0
0,28,63,1.0
0,53,44,1.0
0,63,35,1.0
0,49,76,1.0
0,27,63,1.0
0,31,98,1.0
0,29,54,1.0
0,9,44,1.0
0,97,4,1.0
0,77,31,1.0
0,75,73,1.0
0,47,74,1.0
0,45,57,1.0
0,97,85,1.0
0,74,98,1.0
0,91,12,1.0
0,31,79,1.0
0,70,8,1.0
0,96,15,1.0
0,46,7,1.0
0,50,95,1.0
0,3,42,1.0
0,4,22,1.0
0,36,97,1.0
0,20,34,1.0
0,21,25,1.0
0,91,47,1.0
0,29,81,1.0
0,67,63,1.0
0,79,34,1.0
0,2,30,1.0
0,73,8,1.0
0,18,36,1.0
0,30,44,1.0
0,58,41,1.0
0,82,68,1.0
0,77,37,1.0
0,92,27,1.0
0,46,31,1.0
0,70,27,1.0
0,18,72,1.0
0,11,39,1.0
0,34,93,1.0
0,68,3,1.0
0,47,18,1.0
0,67,51,1.0
0,58,77,1.0
0,89,92,1.0
0,47,81,1.0
0,79,39,1.0
0,49,48,1.0
0,97,22,1.0
0,91,49,1.0
0,34,52,1.0
0,97,43,1.0
0,3,44,1.0
0,75,19,1.0
0,48,15,1.0
0,47,47,1.0
0,75,18,1.0
0,82,96,1.0
0,38,54,1.0
0,88,74,1.0
0,59,71,1.0
0,86,13,1.0
0,28,49,1.0
0,61,58,1.0
0,0,48,1.0
0,49,60,1.0
0,75,31,1.0
0,81,99,1.0
0,17,50,1.0
0,4,32,1.0
0,70,20,1.0
0,10,28,1.0
0,43,31,1.0
0,90,60,1.0
0,60,97,1.0
0,34,68,1.0
0,41,65,1.0
0,9,94,1.0
0,82,11,1.0
0,92,83,1.0
0,74,53,1.0
0,95,38,1.0
0,43,26,1.0
0,51,61,1.0
0,13,60,1.0
0,61,52,1.0
0,61,80,1.0
0,36,96,1.0
0,6,96,1.0
0,95,46,1.0
0,77,58,1.0
0,58,27,1.0
0,49,50,1.0
0,77,67,1.0
0,83,82,1.0
0,32,32,1.0
0,79,8,1.0
0,99,98,1.0
0,14,3,1.0
0,67,59,1.0
0,3,89,1.0
0,33,27,1.0
0,87,53,1.0
0,39,47,1.0
0,87,13,1.0
0,62,33,1.0
0,46,13,1.0
0,95,54,1.0
0,4,42,1.0
0,62,8,1.0
0,34,88,1.0
0,23,23,1.0
0,79,88,1.0
0,69,57,1.0
0,71,69,1.0
0,7,18,1.0
0,11,58,1.0
0,71,84,1.0
0,0,54,1.0
0,41,73,1.0
0,41,71,1.0
0,48,96,1.0
0,63,80,1.0
0,29,37,1.0
0,74,76,1.0
0,68,32,1.0
0,32,27,1.0
0,65,25,1.0
0,45,60,1.0
0,5,72,1.0
0,16,37,1.0
0,74,26,1.0
0,27,71,1.0
0,48,85,1.0
0,51,72,1.0
0,81,46,1.0
0,82,28,1.0
0,53,2,1.0
0,98,88,1.0
0,48,45,1.0
0,21,46,1.0
0,16,32,1.0
0,74,14,1.0
0,22,76,1.0
0,86,55,1.0
0,24,84,1.0
0,43,54,1.0
0,58,74,1.0
0,11,25,1.0
0,66,79,1.0
0,97,8,1.0
0,8,2,1.0
0,26,48,1.0
0,45,27,1.0
0,6,84,1.0
0,99,63,1.0
0,27,3,1.0
0,27,99,1.0
0,78,90,1.0
0,48,66,1.0
0,12,72,1.0
0,18,69,1.0
0,23,54,1.0
0,2,48,1.0
0,46,25,1.0
0,22,91,1.0
0,14,68,1.0
0,68,58,1.0
0,79,97,1.0
0,38,25,1.0
0,12,98,1.0
0,64,9,1.0
0,92,9,1.0
0,12,74,1.0
0,39,67,1.0
0,5,56,1.0
0,46,34,1.0
0,42,73,1.0
0,52,55,1.0
0,56,59,1.0
0,8,44,1.0
0,44,34,1.0
0,25,60,1.0
0,78,91,1.0
0,88,73,1.0
0,4,20,1.0
0,12,43,1.0
0,58,39,1.0
0,80,44,1.0
0,78,14,1.0
0,38,93,1.0
0,46,90,1.0
0,42,51,1.0
0,16,31,1.0
0,71,5,1.0
0,62,67,1.0
0,94,18,1.0
0,66,78,1.0
0,67,95,1.0
0,64,20,1.0
0,37,7,1.0
0,62,82,1.0
0,60,56,1.0
0,70,6,1.0
0,96,86,1.0
0,11,20,1.0
0,3,39,1.0
0,20,13,1.0
0,17,44,1.0
0,72,82,1.0
0,54,34,1.0
0,25,67,1.0
0,83,26,1.0
0,42,99,1.0
0,29,20,1.0
0,93,33,1.0
0,32,20,1.0
0,12,64,1.0
0,16,72,1.0
0,95,31,1.0
0,65,97,1.0
0,20,75,1.0
0,66,45,1.0
0,87,98,1.0
0,42,33,1.0
0,48,31,1.0
0,16,70,1.0
0,14,61,1.0
0,78,12,1.0
0,63,55,1.0
0,65,68,1.0
0,99,73,1.0
0,43,59,1.0
0,13,52,1.0
0,35,20,1.0
0,37,64,1.0
0,4,95,1.0
0,96,47,1.0
0,28,99,1.0
0,96,1,1.0
0,46,12,1.0
0,98,96,1.0
0,56,4,1.0
0,47,55,1.0
0,20,49,1.0
0,98,44,1.0
0,39,45,1.0
0,39,49,1.0
0,50,45,1.0
0,63,23,1.0
0,49,56,1.0
0,45,75,1.0
0,20,43,1.0
0,23,12,1.0
0,67,33,1.0
0,63,0,1.0
0,12,76,1.0
0,50,82,1.0
0,8,57,1.0
0,56,33,1.0
0,19,44,1.0
0,77,9,1.0
0,26,72,1.0
0,27,83,1.0
0,54,97,1.0
0,25,78,1.0
0,55,33,1.0
0,36,91,1.0
0,25,32,1.0
0,68,68,1.0
0,23,27,1.0
0,76,32,1.0
0,51,64,1.0
0,87,58,1.0
0,38,61,1.0
0,73,90,1.0
0,64,77,1.0
0,6,27,1.0
0,60,51,1.0
0,65,89,1.0
0,89,76,1.0
0,37,13,1.0
0,26,85,1.0
0,61,27,1.0
0,70,24,1.0
0,98,67,1.0
0,26,70,1.0
0,95,27,1.0
0,36,83,1.0
0,73,38,1.0
0,4,99,1.0
0,35,15,1.0
0,23,3,1.0
0,10,61,1.0
0,66,14,1.0
0,36,61,1.0
0,6,94,1.0
0,32,47,1.0
0,53,86,1.0
0,61,57,1.0
0,36,12,1.0
0,45,83,1.0
0,56,38,1.0
0,74,88,1.0
0,63,56,1.0
0,72,52,1.0
0,84,47,1.0
0,40,10,1.0
0,12,54,1.0
0,40,82,1.0
0,78,99,1.0
0,63,91,1.0
0,37,10,1.0
0,91,33,1.0
0,47,34,1.0
0,1,10,1.0
0,33,25,1.0
0,73,54,1.0
0,49,52,1.0
0,41,66,1.0
0,51,18,1.0
0,0,77,1.0
0,86,96,1.0
0,45,80,1.0
0,55,23,1.0
0,86,72,1.0
0,71,68,1.0
0,38,36,1.0
0,88,39,1.0
0,22,79,1.0
0,2,74,1.0
0,23,82,1.0
0,9,40,1.0
0,16,13,1.0
0,37,15,1.0
0,97,16,1.0
0,86,69,1.0
0,42,1,1.0
0,2,67,1.0
0,64,96,1.0
0,48,8,1.0
0,87,69,1.0
0,36,27,1.0
0,79,68,1.0
0,96,91,1.0
0,43,39,1.0
0,15,86,1.0
0,80,4,1.0
0,14,34,1.0
0,41,41,1.0
0,12,52,1.0
0,24,30,1.0
0,75,94,1.0
0,55,73,1.0
0,95,56,1.0
0,47,96,1.0
0,78,40,1.0
0,25,20,1.0
0,23,65,1.0
0,18,81,1.0
0,12,93,1.0
0,82,13,1.0
0,2,2,1.0
0,2,75,1.0
0,91,3,1.0
0,75,49,1.0
0,14,12,1.0
0,84,40,1.0
0,29,14,1.0
0,55,77,1.0
0,13,95,1.0
0,48,91,1.0
0,63,98,1.0
0,68,94,1.0
0,67,96,1.0
0,65,56,1.0
0,46,81,1.0
0,35,46,1.0
0,71,98,1.0
0,3,98,1.0
0,62,9,1.0
0,76,11,1.0
0,25,89,1.0
0,11,73,1.0
0,54,10,1.0
0,40,69,1.0
0,48,0,1.0
0,8,92,1.0
0,25,63,1.0
0,44,51,1.0
0,31,89,1.0
0,51,70,1.0
0,17,5,1.0
0,32,74,1.0
0,98,36,1.0
0,49,41,1.0
0,52,56,1.0
0,6,93,1.0
0,77,39,1.0
0,81,71,1.0
0,79,23,1.0
0,49,79,1.0
0,87,63,1.0
0,62,37,1.0
0,65,21,1.0
0,0,4,1.0
0,61,79,1.0
0,77,73,1.0
0,78,27,1.0
0,94,64,1.0
0,23,28,1.0
0,47,30,1.0
0,47,68,1.0
0,74,15,1.0
0,99,14,1.0
0,74,46,1.0
0,78,50,1.0
0,74,96,1.0
0,8,52,1.0
0,7,86,1.0
0,11,14,1.0
0,59,48,1.0
0,52,31,1.0
0,46,2,1.0
0,78,32,1.0
0,43,12,1.0
0,30,54,1.0
0,66,71,1.0
0,47,23,1.0
0,22,99,1.0
0,17,76,1.0
0,82,66,1.0
0,76,22,1.0
0,48,35,1.0
0,11,10,1.0
0,68,5,1.0
0,77,8,1.0
0,60,73,1.0
0,57,26,1.0
0,83,4,1.0
0,3,29,1.0
0,16,20,1.0
0,22,83,1.0
0,71,59,1.0
0,67,70,1.0
0,30,97,1.0
0,63,28,1.0
0,47,58,1.0
0,21,9,1.0
0,45,89,1.0
0,3,73,1.0
0,96,11,1.0
0,51,55,1.0
0,36,36,1.0
0,80,22,1.0
0,1,66,1.0
0,75,35,1.0
0,89,51,1.0
0,0,53,1.0
0,65,72,1.0
0,99,54,1.0
0,86,27,1.0
0,79,78,1.0
0,91,21,1.0
0,54,50,1.0
0,10,13,1.0
0,54,39,1.0
0,40,88,1.0
0,92,79,1.0
0,2,16,1.0
0,61,75,1.0
0,28,0,1.0
0,6,83,1.0
0,25,61,1.0
0,49,57,1.0
0,7,5,1.0
0,91,46,1.0
0,31,8,1.0
0,20,37,1.0
0,95,51,1.0
0,65,81,1.0
0,33,19,1.0
0,71,74,1.0
0,63,97,1.0
0,13,11,1.0
0,39,25,1.0
0,53,83,1.0
0,26,84,1.0
0,5,38,1.0
0,77,18,1.0
0,33,93,1.0
0,1,87,1.0
0,95,80,1.0
0,15,38,1.0
0,18,51,1.0
0,74,97,1.0
0,16,48,1.0
0,12,88,1.0
0,24,77,1.0
0,19,87,1.0
0,16,44,1.0
0,17,34,1.0
0,48,36,1.0
0,74,69,1.0
0,12,86,1.0
0,14,75,1.0
0,6,14,1.0
0,99,71,1.0
0,16,42,1.0
0,27,19,1.0
0,34,42,1.0
0,3,61,1.0
0,22,30,1.0
0,76,2,1.0
0,83,35,1.0
0,99,30,1.0
0,95,11,1.0
0,93,48,1.0
0,39,61,1.0
0,55,40,1.0
0,5,26,1.0
0,29,73,1.0
0,48,98,1.0
0,9,89,1.0
0,13,49,1.0
0,1,53,1.0
0,9,38,1.0
0,71,48,1.0
0,45,84,1.0
0,97,64,1.0
0,44,16,1.0
0,86,66,1.0
0,55,74,1.0
0,50,31,1.0
0,34,6,1.0
0,70,11,1.0
0,13,23,1.0
0,14,52,1.0
0,39,44,1.0
0,89,96,1.0
0,99,70,1.0
0,76,26,1.0
0,56,76,1.0
0,46,85,1.0
0,48,29,1.0
0,46,16,1.0
0,6,10,1.0
0,84,70,1.0
0,54,92,1.0
0,56,36,1.0
0,20,69,1.0
0,88,18,1.0
0,8,24,1.0
0,76,82,1.0
0,63,33,1.0
0,4,54,1.0
0,68,46,1.0
0,77,63,1.0
0,74,73,1.0
0,93,74,1.0
0,51,87,1.0
0,66,12,1.0
0,5,46,1.0
0,18,79,1.0
0,67,18,1.0
0,85,93,1.0
0,94,72,1.0
0,10,72,1.0
0,15,12,1.0
0,52,37,1.0
0,88,24,1.0
0,80,52,1.0
0,43,97,1.0
0,80,34,1.0
0,17,71,1.0
0,37,75,1.0
0,64,29,1.0
0,3,68,1.0
0,6,12,1.0
0,73,55,1.0
0,29,19,1.0
0,87,88,1.0
0,57,97,1.0
0,50,36,1.0
0,40,44,1.0
0,82,17,1.0
0,97,82,1.0
0,67,56,1.0
0,72,16,1.0
0,96,99,1.0
0,17,52,1.0
0,24,69,1.0
0,71,55,1.0
0,0,6,1.0
0,44,73,1.0
0,64,18,1.0
0,30,39,1.0
0,45,92,1.0
0,98,41,1.0
0,11,4,1.0
0,32,78,1.0
0,76,8,1.0
0,20,83,1.0
0,88,98,1.0
0,62,36,1.0
0,10,57,1.0
0,85,63,1.0
0,49,64,1.0
0,41,99,1.0
0,55,90,1.0
0,55,5,1.0
0,50,9,1.0
0,28,62,1.0
0,40,40,1.0
0,69,69,1.0
0,73,85,1.0
0,15,93,1.0
0,50,60,1.0
0,82,74,1.0
0,0,12,1.0
0,34,9,1.0
0,96,6,1.0
0,37,84,1.0
0,77,14,1.0
0,17,33,1.0
0,52,92,1.0
0,24,23,1.0
0,77,12,1.0
0,98,53,1.0
0,50,50,1.0
0,52,4,1.0
0,86,49,1.0
0,51,86,1.0
0,42,19,1.0
0,25,92,1.0
0,8,10,1.0
0,98,93,1.0
0,22,28,1.0
0,90,29,1.0
0,36,98,1.0
0,81,82,1.0
0,5,35,1.0
0,68,37,1.0
0,66,65,1.0
0,74,13,1.0
0,99,18,1.0
0,94,38,1.0
0,57,40,1.0
0,10,65,1.0
0,45,56,1.0
0,42,47,1.0
0,25,96,1.0
0,90,85,1.0
0,87,14,1.0
0,44,75,1.0
0,30,94,1.0
0,45,30,1.0
0,51,66,1.0
0,7,54,1.0
0,66,16,1.0
0,32,14,1.0
0,98,80,1.0
0,67,0,1.0
0,24,93,1.0
0,28,25,1.0
0,88,48,1.0
0,35,43,1.0
0,27,16,1.0
0,16,51,1.0
0,21,76,1.0
0,38,89,1.0
0,18,70,1.0
0,39,78,1.0
0,21,81,1.0
0,58,97,1.0
0,1,3,1.0
0,69,15,1.0
0,10,95,1.0
0,34,33,1.0
0,30,11,1.0
0,16,81,1.0
0,8,27,1.0
0,2,34,1.0
0,45,39,1.0
0,10,32,1.0
0,4,77,1.0
0,59,30,1.0
0,39,1,1.0
0,32,1,1.0
0,11,13,1.0
0,91,84,1.0
0,42,17,1.0
0,88,29,1.0
0,18,18,1.0
0,39,20,1.0
0,51,10,1.0
0,61,59,1.0
0,80,71,1.0
0,57,21,1.0
0,64,32,1.0
0,5,51,1.0
0,68,2,1.0
0,48,77,1.0
0,96,60,1.0
0,96,32,1.0
