"PlantId","TotalDamge","MaxDamage","tick"
"",269,500000,1.0
"",231,500000,1.0
"",528,500000,2.0
"",471,500000,2.0
"",776,500000,3.0
"",722,500000,3.0
"",1036,500000,4.0
"",960,500000,4.0
"",1269,500000,5.0
"",1224,500000,5.0
"",1529,500000,6.0
"",1457,500000,6.0
"",1769,500000,7.0
"",1707,500000,7.0
"",2021,500000,8.0
"",1943,500000,8.0
"",2255,500000,9.0
"",2195,500000,9.0
"",2514,500000,10.0
"",2416,500000,10.0
"",2738,500000,11.0
"",2668,500000,11.0
"",2994,500000,12.0
"",2882,500000,12.0
"",3228,500000,13.0
"",3117,500000,13.0
"",3465,500000,14.0
"",3339,500000,14.0
"",3674,500000,15.0
"",3585,500000,15.0
"",3915,500000,16.0
"",3792,500000,16.0
"",4120,500000,17.0
"",4027,500000,17.0
"",4351,500000,18.0
"",4232,500000,18.0
"",4574,500000,19.0
"",4438,500000,19.0
"",4785,500000,20.0
"",4651,500000,20.0
"",4988,500000,21.0
"",4864,500000,21.0
"",5201,500000,22.0
"",5059,500000,22.0
"",5403,500000,23.0
"",5257,500000,23.0
"",5603,500000,24.0
"",5449,500000,24.0
"",5776,500000,25.0
"",5656,500000,25.0
"",5960,500000,26.0
"",5842,500000,26.0
"",6148,500000,27.0
"",6013,500000,27.0
"",6322,500000,28.0
"",6192,500000,28.0
"",6489,500000,29.0
"",6370,500000,29.0
"",6675,500000,30.0
"",6518,500000,30.0
"",6819,500000,31.0
"",6702,500000,31.0
"",6987,500000,32.0
"",6847,500000,32.0
"",7134,500000,33.0
"",7006,500000,33.0
"",7269,500000,34.0
"",7159,500000,34.0
"",7405,500000,35.0
"",7302,500000,35.0
"",7542,500000,36.0
"",7438,500000,36.0
"",7688,500000,37.0
"",7553,500000,37.0
"",7806,500000,38.0
"",7684,500000,38.0
"",7930,500000,39.0
"",7802,500000,39.0
"",8048,500000,40.0
"",7916,500000,40.0
"",8161,500000,41.0
"",8030,500000,41.0
"",8268,500000,42.0
"",8141,500000,42.0
"",8369,500000,43.0
"",8244,500000,43.0
"",8481,500000,44.0
"",8332,500000,44.0
"",8582,500000,45.0
"",8423,500000,45.0
"",8677,500000,46.0
"",8506,500000,46.0
"",8755,500000,47.0
"",8596,500000,47.0
"",8833,500000,48.0
"",8673,500000,48.0
"",8893,500000,49.0
"",8756,500000,49.0
"",8963,500000,50.0
"",8818,500000,50.0
